10
1	78.46351592 	120.17676816 	120.17676816 	120.17676816 	-340.19200000 	-343.57700000 	1.95405000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.59571900 	-0.32728200 	-0.14454400 	0.71910600 
1	80.41471247 	125.19878140 	125.19878140 	125.19878140 	-336.34800000 	-342.77200000 	1.96979000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.37170600 	-0.34196100 	0.17035600 	0.84609400 
1	75.97340793 	113.88772715 	113.88772715 	113.88772715 	-329.63200000 	-341.24700000 	1.93007000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.30580600 	-0.26152000 	-0.08772450 	0.91126000 
1	77.52660978 	117.79465033 	117.79465033 	117.79465033 	-325.37300000 	-341.47500000 	1.93762000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.33146300 	-0.08344300 	0.07763820 	0.93655800 
1	80.32796862 	124.97377449 	124.97377449 	124.97377449 	-321.55300000 	-340.65500000 	1.96511000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.35160800 	-0.32957400 	0.01850230 	0.87602000 
1	76.61027894 	115.48333541 	115.48333541 	115.48333541 	-314.07700000 	-344.91000000 	1.92789000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.72212200 	-0.02751180 	-0.07553110 	0.68707900 
1	72.61616683 	105.62412226 	105.62412226 	105.62412226 	-311.07400000 	-338.83300000 	1.89446000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.06145760 	-0.19327600 	-0.05915020 	0.97743000 
1	76.27330564 	114.63798068 	114.63798068 	114.63798068 	-307.34000000 	-339.71000000 	1.93259000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.17882300 	0.05312980 	0.01593920 	0.98231600 
1	74.03930506 	109.09666354 	109.09666354 	109.09666354 	-300.24300000 	-341.86200000 	1.91144000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.46705000 	-0.01740750 	0.10576100 	0.87771100 
1	80.37512678 	125.09607906 	125.09607906 	125.09607906 	-294.16100000 	-341.66200000 	1.96453000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.00000000 	0.22525700 	0.08350690 	-0.01205340 	0.97063900 
