9885
0.25e9	0.29
0.60	0.60
0.40
0.2   0.3
0.0   1.0
7.0
0.0951851663 	0.0015753384 	0.1317367910 	7.0795949842 	24.6106056379 	0.0077732474 	-0.0304749653 	-0.1343624455 	0.2929996151 	-0.0517150695 	0.1768064856 	0.2034100000 
0.1177043783 	0.0022442924 	-1.7265956193 	8.1157949910 	29.4069251712 	0.0300064187 	-0.0192361155 	-0.1431839523 	-0.0139357349 	0.0097496331 	0.0159828509 	0.2183300000 
0.0776102136 	0.0011210454 	-2.7911790055 	5.5634557388 	28.4453782312 	0.0428983835 	-0.0274720581 	-0.1561553256 	0.0238602309 	-0.0688227623 	0.0325386272 	0.1900300000 
0.0577801651 	0.0006855772 	0.2759211567 	8.7777762049 	29.8827340731 	-0.0186356347 	-0.0649069212 	-0.1199360365 	-0.0053343339 	0.0622583097 	-0.0605849554 	0.1722300000 
0.1681620371 	0.0040672888 	-2.9757365349 	4.0808973856 	24.2034709498 	0.0611976708 	0.1120640883 	-0.1031174274 	-0.1583548260 	0.2171043333 	0.0901190817 	0.2459000000 
0.1258254276 	0.0025082593 	-0.3342310996 	3.9766345704 	27.1637540472 	-0.0145812799 	0.0420187539 	-0.1557663737 	0.0030260577 	-0.0334912709 	-0.0418482008 	0.2232400000 
0.0389233881 	0.0003549028 	-1.3669392050 	2.5943853066 	24.6338011450 	0.0181668221 	0.0526655108 	-0.1542145569 	0.0956017614 	0.4310367837 	-0.4535917259 	0.1509800000 
0.1111192026 	0.0020389517 	0.4803290718 	4.0350156188 	25.2598643874 	0.0024524231 	0.0830458627 	-0.1979188971 	-0.1299037305 	-0.0323583986 	0.1007159161 	0.2141800000 
0.0389775522 	0.0003557263 	0.6378409201 	4.1934347979 	27.1536204767 	-0.0369152161 	0.0224667919 	-0.1808437798 	0.1606365084 	0.1029350448 	0.0761281472 	0.1510500000 
0.0398510249 	0.0003691115 	-0.5686127599 	8.5192448089 	27.3254542125 	-0.0129599202 	-0.0216649699 	-0.0466780629 	0.1071248530 	-0.3819465645 	0.1904397464 	0.1521700000 
0.1011015493 	0.0017418928 	1.7342791978 	6.6916995122 	25.3737954653 	0.0096196853 	-0.0030215818 	-0.1032608330 	0.0440232901 	0.1706758815 	-0.1335369655 	0.2075400000 
0.0835381344 	0.0012673591 	0.1883150640 	7.5344182258 	26.1118566729 	0.0066936706 	-0.0084053524 	-0.1485747320 	0.0009811447 	-0.0957594086 	0.0598388006 	0.1947500000 
0.0619634238 	0.0007702838 	-2.0688962750 	4.6024535473 	21.9909092063 	0.1616941144 	-0.0737584701 	-0.0276348118 	-0.1059838686 	0.2173491143 	-0.0838348710 	0.1762900000 
0.0668195459 	0.0008735027 	-0.6225678837 	7.5546090837 	28.4691124905 	0.0019221893 	-0.0500032643 	-0.2042127096 	-0.0827765102 	0.2932823544 	-0.0031220954 	0.1807800000 
0.0912400125 	0.0014680268 	-3.1564664756 	7.2602534563 	27.2358910553 	0.0020369544 	-0.0119559749 	-0.0784014071 	-0.0276862380 	-0.0695930110 	0.1314261850 	0.2005600000 
0.0553884081 	0.0006389348 	-2.2063519337 	7.4265347697 	23.6544728871 	0.0369685775 	-0.0051109779 	-0.0717895188 	-0.0649306195 	-0.2414636204 	0.0663173364 	0.1698200000 
0.0816860575 	0.0012208762 	-1.6416068884 	5.0103093632 	27.3094867072 	0.0199904714 	0.0385832490 	-0.1200401693 	-0.1226750272 	0.0181044030 	0.1771051949 	0.1933000000 
0.0386379253 	0.0003505754 	-2.1265465110 	7.3206144826 	25.2454662041 	0.0115295036 	0.0561640241 	-0.1522487816 	0.0287599795 	-0.0799694802 	-0.1193861843 	0.1506100000 
0.0468127821 	0.0004827243 	4.5239190185 	5.2426255276 	28.8468378806 	-0.0315533606 	0.0156252869 	-0.0987365137 	-0.0254421612 	-0.0161971992 	0.0367670203 	0.1605600000 
0.1035321262 	0.0018122452 	-0.7506795707 	3.4421111305 	24.1401868179 	0.0166028791 	0.0452080158 	-0.1150528383 	-0.1707933885 	0.1334804382 	-0.1120958404 	0.2091900000 
0.1712167027 	0.0041911701 	0.1334585202 	5.4308347518 	28.0034688366 	0.0000645658 	0.0147957220 	-0.1878691836 	0.0762072612 	-0.0412155979 	-0.0099513233 	0.2473800000 
0.1609436774 	0.0037804916 	3.3079501616 	4.4995157861 	24.0156030819 	-0.0230671253 	-0.0134623083 	-0.0568976478 	0.0431264585 	-0.1444512030 	0.0247242125 	0.2423300000 
0.1401699896 	0.0030027337 	0.9041634704 	4.2995510429 	22.9385341560 	0.1130553949 	-0.0334234595 	-0.2269898912 	-0.3432467345 	0.0946923688 	-0.5310007005 	0.2314200000 
0.1296856766 	0.0026378196 	2.7584397897 	1.1623976588 	28.3331818600 	-0.0239186636 	0.0382725670 	-0.1368311343 	0.0505812354 	-0.0113122677 	0.1162758827 	0.2255000000 
0.0527125247 	0.0005883216 	-2.4168618805 	7.2488400830 	24.8714940967 	0.0171481140 	0.0188215822 	-0.0912387132 	0.0640069416 	0.0506502863 	-0.0472378188 	0.1670400000 
0.1538382078 	0.0035064321 	-1.0171187829 	5.9779125563 	25.6899243480 	0.0293667377 	-0.0163718854 	-0.1221862813 	0.0645262812 	-0.0423037531 	-0.0928980184 	0.2387100000 
0.1534711599 	0.0034924996 	-1.6509791260 	5.8178276961 	24.5551083197 	-0.0151225358 	0.0067017354 	-0.1618494831 	-0.2255207344 	-0.0274919437 	0.0189645760 	0.2385200000 
0.1053991850 	0.0018670409 	0.9644317450 	4.9872776568 	24.7667924118 	0.0651364199 	0.0353261399 	-0.1480680783 	-0.0101667507 	0.2352455985 	0.3344333036 	0.2104400000 
0.0457623772 	0.0004648070 	-2.7252893573 	8.1019553193 	26.6829711855 	0.0956253410 	0.0930216888 	-0.1613090440 	-1.3967041863 	0.2946707818 	0.0810295900 	0.1593500000 
0.0538663554 	0.0006099409 	-2.9810503454 	2.8148720497 	25.8043781068 	0.0483773460 	-0.0258132162 	-0.1066665451 	0.1894480564 	0.0784231359 	-0.1690487368 	0.1682500000 
0.0765977071 	0.0010967762 	-0.4527082295 	6.7354797338 	29.0348090651 	0.0061281578 	-0.0328725256 	-0.1570357572 	-0.0630556126 	-0.0754915993 	0.0325134179 	0.1892000000 
0.0732706230 	0.0010185325 	3.5054061934 	5.8835391555 	27.5785362699 	-0.0591121548 	-0.0078284840 	-0.1292280640 	0.0250807407 	0.0237656854 	-0.0236851261 	0.1864200000 
0.1344530208 	0.0028014058 	-1.8028569147 	2.2163048178 	26.5853446682 	0.0308230242 	0.0646812323 	-0.1121548361 	0.0284476905 	-0.0009954767 	0.0423676382 	0.2282300000 
